Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
436,MarQueis Gray\GrayMa00,BUF,26,,4,0,1,1,100.0%,2,2.0,0,2,2.0,0.3,0.5,0
437,Chris Harper\HarpCh01,NWE,22,,5,0,3,1,33.3%,6,6.0,0,6,2.0,0.2,1.2,1
438,Mike Iupati*\IupaMi20,ARI,28,LG,13,13,1,1,100.0%,10,10.0,0,10,10.0,0.1,0.8,0
439,Steven Jackson\JackSt00,NWE,32,rb,2,1,1,1,100.0%,20,20.0,0,20,20.0,0.5,10.0,0
440,Nic Jacobs\JacoNi00,JAX,24,te,11,3,3,1,33.3%,6,6.0,0,6,2.0,0.1,0.5,0
441,David Johnson\JohnDa05,SDG,28,te,16,4,2,1,50.0%,4,4.0,0,4,2.0,0.1,0.3,1
442,Wesley Johnson\JohnWe00,NYJ,24,c,10,1,1,1,100.0%,-5,-5.0,0,-5,-5.0,0.1,-0.5,0
443,Kendall Lamm\LammKe00,HOU,23,t/te,15,4,1,1,100.0%,7,7.0,0,7,7.0,0.1,0.5,0
444,Khari Lee\LeexKh00,CHI,23,te,16,7,3,1,33.3%,7,7.0,0,7,2.3,0.1,0.4,0
445,Brian Leonhardt\LeonBr01,SFO,25,,4,0,1,1,100.0%,4,4.0,0,4,4.0,0.3,1.0,0
446,Terrence Magee\MageTe00,BAL,22,,3,0,1,1,100.0%,2,2.0,0,2,2.0,0.3,0.7,0
447,Marcus Mariota\MariMa01,TEN,22,QB,12,12,1,1,100.0%,41,41.0,1,41,41.0,0.1,3.4,10
448,Matthew Mulligan\MullMa00,BUF,30,te,12,5,1,1,100.0%,2,2.0,0,2,2.0,0.1,0.2,0
449,Tyler Murphy\MurpTy00,PIT,23,,2,0,1,1,100.0%,16,16.0,0,16,16.0,0.5,8.0,0
450,Nick O'Leary\OLeaNi00,BUF,23,,4,0,3,1,33.3%,37,37.0,0,37,12.3,0.3,9.3,0
451,Brian Parker\ParkBr00,KAN,23,,9,0,2,1,50.0%,6,6.0,0,6,3.0,0.1,0.7,0
452,Donald Penn\PennDo20,OAK,32,T,16,16,1,1,100.0%,3,3.0,0,3,3.0,0.1,0.2,0
453,Terrelle Pryor\PryoTe00,CLE,26,wr,3,2,8,1,12.5%,42,42.0,0,42,5.3,0.3,14.0,0
454,Paul Richardson\RichPa01,SEA,23,,1,0,1,1,100.0%,40,40.0,0,40,40.0,1.0,40.0,0
455,Aaron Ripkowski\RipkAa00,GNB,23,,15,0,1,1,100.0%,18,18.0,0,18,18.0,0.1,1.2,0
456,Jacquizz Rodgers\RodgJa00,CHI,25,,5,0,3,1,33.3%,10,10.0,0,10,3.3,0.2,2.0,0
457,Scott Simonson\SimoSc00,CAR,23,,9,0,1,1,100.0%,10,10.0,0,10,10.0,0.1,1.1,0
458,Rod Smith\SmitRo06,2TM,23,,11,0,2,1,50.0%,6,6.0,0,6,3.0,0.1,0.5,0
459,Matthew Stafford\StafMa00,DET,27,QB,16,16,1,1,100.0%,-6,-6.0,0,-6,-6.0,0.1,-0.4,4
460,Rod Streater\StreRo00,OAK,27,,1,0,1,1,100.0%,8,8.0,0,8,8.0,1.0,8.0,0
461,Geoff Swaim\SwaiGe00,DAL,22,te,4,1,1,1,100.0%,0,0.0,0,0,0.0,0.3,0.0,0
462,Ryan Tannehill\TannRy00,MIA,27,QB,16,16,1,1,100.0%,9,9.0,0,9,9.0,0.1,0.6,10
463,Stepfan Taylor\TaylSt00,ARI,24,,16,0,3,1,33.3%,4,4.0,0,4,1.3,0.1,0.3,0
464,Tyrod Taylor*\TaylTy00,BUF,26,QB/wr,14,14,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.3,9
465,Will Tukuafu\TukuWi00,SEA,31,fb,14,1,1,1,100.0%,7,7.0,1,7,7.0,0.1,0.5,1
466,C.J. Uzomah\UzomC.00,CIN,22,,5,0,1,1,100.0%,4,4.0,0,4,4.0,0.2,0.8,0
467,Tyler Varga\VargTy00,IND,22,,3,0,2,1,50.0%,18,18.0,0,18,9.0,0.3,6.0,0
468,Eric Weems\WeemEr00,ATL,30,,16,0,1,1,100.0%,11,11.0,0,11,11.0,0.1,0.7,0
469,Andre Williams\WillAn00,NYG,23,,16,0,3,1,33.3%,7,7.0,0,7,2.3,0.1,0.4,0
470,Kasen Williams\WillKa02,SEA,23,,2,0,1,1,100.0%,8,8.0,0,8,8.0,0.5,4.0,0
471,Cierre Wood\WoodCi00,BUF,24,,2,0,1,1,100.0%,-6,-6.0,0,-6,-6.0,0.5,-3.0,0
