Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
441,Taylor Lewan*\LewaTa00,TEN,25,LT,16,16,1,1,100.0%,10,10.0,1,10,10.0,0.1,0.6,0
442,Chris Manhertz\ManhCh00,2TM,24,,7,2,1,1,100.0%,10,10.0,0,10,10.0,0.1,1.4,0
443,Paul McRoberts\McRoPa00,LAR,24,,2,0,1,1,100.0%,6,6.0,0,6,6.0,0.5,3.0,0
444,David Morgan\MorgDa01,MIN,23,,12,0,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.3,0
445,Matthew Mulligan\MullMa00,DET,31,,8,0,1,1,100.0%,8,8.0,0,8,8.0,0.1,1.0,0
446,Marcus Murphy\MurpMa03,NOR,25,,3,0,1,1,100.0%,3,3.0,0,3,3.0,0.3,1.0,0
447,Troy Niklas\NiklTr00,ARI,24,te,3,2,2,1,50.0%,0,0.0,0,0,0.0,0.3,0.0,0
448,Brock Osweiler\OsweBr00,HOU,26,QB,15,14,1,1,100.0%,-14,-14.0,0,-6,-14.0,0.1,-0.9,5
449,Jordan Payton\PaytJo00,CLE,23,,4,0,3,1,33.3%,3,3.0,0,3,1.0,0.3,0.8,0
450,Isaiah Pead\PeadIs00,MIA,27,,3,0,1,1,100.0%,6,6.0,0,6,6.0,0.3,2.0,0
451,Donald Penn*\PennDo20,OAK,33,LT,16,16,1,1,100.0%,1,1.0,1,1,1.0,0.1,0.1,0
452,Troymaine Pope\PopeTr00,2TM,23,,4,0,2,1,50.0%,5,5.0,0,5,2.5,0.3,1.3,0
453,Jay Prosch\ProsJa00,HOU,24,fb,15,1,1,1,100.0%,6,6.0,0,6,6.0,0.1,0.4,0
454,Chase Reynolds\ReynCh00,LAR,29,,16,0,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.3,0
455,Rashad Ross\RossRa00,WAS,26,,5,0,1,1,100.0%,8,8.0,0,8,8.0,0.2,1.6,0
456,DeAndre Smelter\SmelDe00,SFO,25,,2,0,1,1,100.0%,23,23.0,0,23,23.0,0.5,11.5,0
457,Alex Smith*\SmitAl03,KAN,32,QB,15,15,1,1,100.0%,3,3.0,0,3,3.0,0.1,0.2,7
458,Devin Smith\SmitDe04,NYJ,24,,4,0,3,1,33.3%,20,20.0,0,20,6.7,0.3,5.0,0
459,Rod Smith\SmitRo06,DAL,24,,7,0,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.6,0
460,Devin Street\StreDe00,IND,25,,5,0,6,1,16.7%,20,20.0,0,20,3.3,0.2,4.0,0
461,D.J. Tialavea\TialD.00,ATL,25,,2,0,1,1,100.0%,1,1.0,1,1,1.0,0.5,0.5,0
462,Laquon Treadwell\TreaLa00,MIN,21,wr,9,1,3,1,33.3%,15,15.0,0,15,5.0,0.1,1.7,0
463,Terron Ward\WardTe00,ATL,24,,5,0,2,1,50.0%,11,11.0,0,11,5.5,0.2,2.2,0
464,Tony Washington\WashTo00,JAX,24,,2,0,1,1,100.0%,9,9.0,0,9,9.0,0.5,4.5,0
465,Terrell Watson\WatsTe00,PHI,23,,1,0,1,1,100.0%,5,5.0,0,5,5.0,1.0,5.0,0
466,Joe Webb\WebbJo00,CAR,30,,14,0,3,1,33.3%,3,3.0,0,3,1.0,0.1,0.2,0
467,Carson Wentz\WentCa00,PHI,24,QB,16,16,1,1,100.0%,7,7.0,0,7,7.0,0.1,0.4,14
468,Jonathan Williams\WillJo07,BUF,22,,11,0,2,1,50.0%,0,0.0,0,0,0.0,0.1,0.0,2
469,Kerwynn Williams\WillKe05,ARI,25,,10,0,2,1,50.0%,6,6.0,0,6,3.0,0.1,0.6,0
470,Shane Wynn\WynnSh00,JAX,24,,5,0,3,1,33.3%,19,19.0,0,19,6.3,0.2,3.8,0
