,Mkt-RF,SMB,HML,RMW,CMA,P/C Ratio,CONST,pval_Mkt-RF,pval_SMB,pval_HML,pval_RMW,pval_CMA,pval_P/C Ratio,pval_CONST,Start,End,DataPoints
ALL,-0.008475650959812758,0.05668340344841427,0.024462651159498333,0.06328667827746827,-0.11952042103847373,0.4850171896598574,-0.26273048717885883,0.8373933473989056,0.362327656116745,0.7326015948967837,0.5075894130938396,0.3226364410409829,0.1777060803472968,0.2693547022622738,2014-10-03,2019-10-03,1259
ALLE,0.011708304876166718,0.032304534882120255,-0.14505467852158122,-0.000787753382266874,0.01634395570673438,0.23626346018459424,-0.09022054695829809,0.8094858874175804,0.6588207796804082,0.08509043633882525,0.9944034378867177,0.9084154734018004,0.5764951329291115,0.7469797437927792,2014-10-03,2019-10-03,1259
ALXN,-0.07963796131992575,-0.16335032082853684,-0.27118935589455345,0.36671126438004426,0.5455802060271766,-1.1773594293635012,0.7456347835141524,0.3695407366406491,0.22185721523742388,0.07810920160178698,0.0741156105517644,0.03574815747895683,0.1278591836782918,0.1446558981810013,2014-10-03,2019-10-03,1259
AMAT,-0.10063687937101783,0.059534677834573585,0.0006916792214439367,0.1671924505462266,-0.3419763213004037,0.1457935423883037,-0.00031094930189027453,0.1860571459309704,0.6034681055134773,0.9958157381295796,0.34205020941683184,0.12459931489997172,0.8258630374683422,0.9994336604894668,2014-10-03,2019-10-03,1259
AMCR,0.08418413712056724,0.02718825214437138,-0.07402707239803977,-0.08707205315276637,0.1847941005098245,-0.12290153823576913,0.09074776104974132,0.07751738948609367,0.7049348947645577,0.37035609046049967,0.4295746610283576,0.18520482775998195,0.7671861534967461,0.7408960049415414,2014-10-03,2019-10-03,1259
AMD,0.1129723388935182,0.158980876528769,-0.19741704383683584,0.5380027103810464,-0.3288779726958858,0.08188548468894108,0.17862947844942748,0.4589637399573453,0.4890714932517479,0.45538683025899773,0.1273897228946978,0.4611774635721567,0.950855177575419,0.838843381474381,2014-10-03,2019-10-03,1259
AME,0.013793996704836123,0.040245615992259086,0.002491452501191467,-0.028579195348432587,-0.1999356514613768,0.2094093014480987,-0.08591480736661197,0.7733692197691371,0.5770558253977627,0.9760650096067329,0.7964090396863571,0.15381756860646098,0.6157412466169578,0.7554322326928371,2014-10-03,2019-10-03,1259
AMGN,-0.030065961502833825,-0.10902698672287407,-0.09730741464538513,-0.11710174087102863,0.1423663858916469,-0.049699248723149334,0.07821948194446443,0.5974330529963932,0.20378467642019302,0.3242592011918992,0.37382694436734687,0.39273250435342,0.9201642151113756,0.8114102895421278,2014-10-03,2019-10-03,1259
AMP,0.042739594517415276,0.1064722395482149,-0.014570282086000742,0.016810243282148613,0.05147430349786405,0.25276833047870406,-0.13635466848338323,0.5021212095843315,0.2671367401695136,0.8949926675270174,0.9091116751439828,0.7823034249949115,0.6485820540805638,0.7099828185084571,2014-10-03,2019-10-03,1259
AMT,-0.029582046898906138,-0.09169751811649547,-0.08459371812119285,-0.1629517072230817,-0.06125231670963772,0.1937191829408484,-0.046053304121967155,0.5104755290269798,0.17582018697367194,0.27775982442782987,0.11712988055339117,0.6413603475218275,0.6207454153004712,0.8587714690446384,2014-10-03,2019-10-03,1259
AMZN,-0.05241366244054109,-0.007062092479548414,-0.1883604612052855,-0.11399629100459778,-0.034466981485393906,0.14467524737777107,0.052052242322080736,0.45757395333468376,0.9470223161953303,0.1237271643495925,0.484773442492074,0.8673756456442323,0.8138731702632098,0.8980456254375666,2014-10-03,2019-10-03,1259
ANET,-0.1294495730210634,0.08981111816241971,-0.03215560069076389,0.23138415316781538,-0.05727873669850646,-1.783340222322241,1.2787649577600837,0.1945760080848799,0.5501400535955966,0.8525051163133018,0.31598338826932015,0.8444097150210721,0.04030543068562303,0.0261561839680535,2014-10-03,2019-10-03,1259
ANSS,-0.023361337324430635,-0.033553067283217886,-0.08813953538753215,0.0883922521156334,-0.1279726579931303,-0.3704333608444399,0.33111491213305894,0.6597206423931563,0.6746474530860085,0.33802620089582536,0.47131167923797224,0.4097327846901877,0.42285164808795506,0.278557327321146,2014-10-03,2019-10-03,1259
ANTM,-0.05068720062905877,0.03432740081933566,-0.0365445022089389,0.04066987215425446,-0.1771318132081832,-0.4220488795356644,0.3441961394361128,0.3815546465210605,0.694008575001343,0.715893396831669,0.7613994439047975,0.29594145365795277,0.4028698982703873,0.3021395792037119,2014-10-03,2019-10-03,1259
AON,0.0351474700402388,-0.06555683354937844,-0.12797442057539507,-0.12753032180130788,0.009558855322148124,0.2480363076652602,-0.09597481767311623,0.395102861404529,0.292428196741996,0.07423413030973479,0.1822032570387089,0.936979919008851,0.4908029997771066,0.6867149060449934,2014-10-03,2019-10-03,1259
AOS,-0.010193907245244785,0.0994528977102418,-0.06753230307305914,-0.011311734170274295,0.05947947447605987,0.4179379186034998,-0.20733621836154664,0.8566574396102749,0.24221458446578212,0.4900788236306556,0.9309307977640635,0.7186603735648088,0.39526243869256894,0.5234883235566254,2014-10-03,2019-10-03,1259
APA,0.047116205398636146,0.08884987843069841,0.15670836153447198,0.17400345219423455,-0.18488271865627198,-0.48226676484307984,0.24483500064089203,0.6318260585910971,0.5486542371807185,0.3580153508583507,0.4441878672131193,0.5204429689023113,0.5733875182906887,0.6654421074686019,2014-10-03,2019-10-03,1259
APD,-0.041730271354523146,0.11599809369668825,0.01605700756145883,0.10454522252081061,-0.17225334153462096,0.1557131478247824,-0.03992856488415977,0.35656662829867647,0.08905258453025781,0.8378423275496082,0.3179319590623499,0.19340536305829972,0.6928379308859742,0.8782256145872084,2014-10-03,2019-10-03,1259
APH,0.04032818243785085,-0.02990867314794916,-0.008250444533946995,0.06343244788870311,-0.11959112563862843,0.1978836679108418,-0.07277115230660383,0.3837393183386386,0.6680317185192124,0.9181193139450479,0.5535276081868397,0.37728729963479,0.6236102559933915,0.7848576891981646,2014-10-03,2019-10-03,1259
APTV,0.08145556940406616,0.13489677330404562,0.019252766543987495,0.0068332890319222125,-0.29523053367542224,1.198546178008657,-0.7327574574865942,0.24046663594687,0.1969429895806475,0.8728194776560605,0.9660261571528046,0.14593869083739655,0.04748708584334361,0.06679085174293575,2014-10-03,2019-10-03,1259
ARE,-0.04361237096822812,0.013501421835060062,-0.0379211031161653,-0.17879909244948505,-0.22041748362442135,0.21129973593599854,-0.06358454840397107,0.32245238033860524,0.8388509699883119,0.6196694297704861,0.07954457997629238,0.08751991180726394,0.5820202120054997,0.8021512677873448,2014-10-03,2019-10-03,1259
ATO,-0.047917235081071805,-0.06512278548576952,0.06354092023836269,0.028226775793834095,-0.26206275890467895,0.5178762033323114,-0.25856297739816947,0.22753380622641342,0.2762805885979174,0.35593489644768017,0.7584841668935391,0.024179407720104188,0.13436615606010918,0.2581083704233509,2014-10-03,2019-10-03,1259
ATVI,-0.08908728974894284,-0.04936551858870558,-0.037623963742934384,-0.027365483112888743,-0.23324060888984854,0.5797903018888694,-0.2791676469682816,0.25799096825398665,0.6772922306632636,0.7828379316270163,0.8805377335450963,0.31137631984491,0.3979562842010719,0.5381008257812627,2014-10-03,2019-10-03,1259
AVB,-0.04450002719409381,0.035337459336424466,-0.10726624246572643,-0.06956568640805563,-0.12655215134546852,0.8089601249925931,-0.48103039654388596,0.27229859582330723,0.5627462557577965,0.12700251461682818,0.4579731349770366,0.28590333756149616,0.022060514355529547,0.039439217859720606,2014-10-03,2019-10-03,1259
AVGO,-0.09642824996321045,0.000393052176353945,0.025724650737569837,0.05957572650094466,-0.30899753356321125,0.2696760389218333,-0.05035920501721934,0.22340851299200193,0.9973707963014531,0.851341655748546,0.7449086065811146,0.18236753512888002,0.6957809601487691,0.912048006088818,2014-10-03,2019-10-03,1259
AVY,0.03953004411300401,0.023525406832822112,-0.028671761887539303,0.024923343187012576,-0.05949463131335818,0.9580302522498161,-0.5413259898830429,0.43397240378730817,0.7572305606651626,0.7433834186060088,0.8310629244088731,0.6872797569511087,0.02961345472315343,0.06293463169989423,2014-10-03,2019-10-03,1259
AWK,-0.023661113190440262,-0.09648678550465488,-0.0003804098593004502,-0.08669550308202431,-0.224950454159258,0.4160943791803505,-0.18607859001314203,0.5576544216783068,0.11264105718872866,0.9956612335341868,0.35294716026155126,0.056889959979300436,0.23659835189538797,0.42328533844692107,2014-10-03,2019-10-03,1259
AXP,0.014251009694646556,0.14993467840088,-0.0335114654862306,-0.1268368422864234,-0.07600444888965523,0.012195441883485553,0.025221318525112845,0.7720295255815706,0.04320305686748477,0.6943395614774007,0.26494917570232224,0.5974006924751187,0.9772911848334882,0.9290443167956528,2014-10-03,2019-10-03,1259
AZO,-0.14908092010991594,-0.07459729638996447,0.06425426382537291,-0.2491343064368962,-0.36935448100568585,0.030184122774213035,0.04894479145791694,0.005250199614618995,0.3531944129966077,0.48708390954725767,0.043533187941857635,0.0180362676034352,0.9481866104050098,0.8733585455385617,2014-10-03,2019-10-03,1259
BA,-0.04536987934374107,0.051934075467571145,-0.036176654973956245,0.08848621771861609,0.05680044691313125,-0.7008383736288115,0.5657554482862165,0.4424399024090738,0.5594590446857333,0.7238609473459753,0.5171204698810976,0.7423672888110281,0.1732540155463852,0.09639050956645992,2014-10-03,2019-10-03,1259
BAC,-0.026690083792970606,0.1269113738781468,0.14095345619117433,-0.027681356257517675,-0.20168328052560372,-0.2841858293392375,0.24456594881587532,0.6631409369407576,0.16932244227524917,0.184682665393114,0.8451149422753174,0.26065834163579327,0.5944077048916206,0.4882414398469259,2014-10-03,2019-10-03,1259
BAX,-0.027286999954641962,0.0005079506619913177,-0.10495496512781727,0.10931922934660966,-0.10021691325201953,-0.3829307645269979,0.3193728429060485,0.5529174619779927,0.9941492447436862,0.18811780355913735,0.3040218651566312,0.4563250052559533,0.3391003860843579,0.22786652788714276,2014-10-03,2019-10-03,1259
BBY,-0.06667357330630204,0.04583007743298022,-0.07390603002212447,0.17264826864426638,-0.3124471651412348,-0.7465837807360154,0.5745590382629796,0.4245779996731759,0.7155745357136858,0.6096346885252342,0.371278204316574,0.20096243336163333,0.3046775827700441,0.2321586529150929,2014-10-03,2019-10-03,1259
BDX,-0.011131144974374558,-0.038763117815282765,-0.043743877335496846,0.0975523702102959,-0.15419504170949747,-0.14163164309897885,0.16169546909827684,0.8086203160192766,0.5755757840460627,0.5829967729485306,0.3587535248899304,0.2515588197390661,0.7234790460569525,0.5412119988646875,2014-10-03,2019-10-03,1259
BEN,0.002522803583125577,-0.017342776790636494,0.09403815275276743,-0.09903996411411994,-0.1951897749848794,0.16611697406952117,-0.13897381203925346,0.96542080762577,0.8431827423692626,0.35135771514258907,0.46181447126745956,0.25170775882210134,0.7431217125991227,0.6783452622013673,2014-10-03,2019-10-03,1259
BIO,-0.04582079430295466,-0.10702678564216977,-0.18162853323259154,-0.049519776749284386,0.23759238707974004,-0.9107944903452014,0.6910967604928238,0.43274188324701024,0.2239260214677466,0.07300343274240101,0.7138742910691309,0.16449732203346548,0.0735523179758936,0.04003402600222611,2014-10-03,2019-10-03,1259
BK,0.0008731603949304889,-0.022179117211849307,0.0015919746038420054,-0.01764775347649386,0.01634222236466438,-0.12168256854605453,0.10100102711238411,0.9867513410615887,0.7794906022587437,0.9860667494220914,0.8846098744903043,0.9153969929251367,0.7904880981350172,0.738704815415551,2014-10-03,2019-10-03,1259
BKNG,0.09666923478654753,-0.043034032581877754,-0.22575315532839732,0.14014170002219928,0.1683086194365229,0.11828555120401174,-0.03134851110347753,0.11994888619928268,0.6457284595828117,0.03627464543391397,0.32952190630089806,0.35459702733192033,0.8270010008231029,0.930182981356261,2014-10-03,2019-10-03,1259
BKR,0.006934626170659463,0.1328219654213912,-0.01150128892977925,0.24324231151902476,-0.11794557146100712,-0.25848799881319806,0.1433183179425537,0.9335520574677093,0.28922804948090763,0.9364247309206615,0.2061455081975063,0.6278857924105771,0.7212414674393204,0.7647527313012522,2014-10-03,2019-10-03,1259
BLK,-0.02047348020798423,0.030213587823680364,-0.01609822140115704,-0.06575011950658248,-0.11107445715575011,0.3728108070438701,-0.20588923336751636,0.6982861632575137,0.7041487614378397,0.8604379569736182,0.5903725747575366,0.47226445611260115,0.4177638242804733,0.498444238893744,2014-10-03,2019-10-03,1259
BLL,0.0529033507918257,-0.07445695131844068,-0.009391782154613084,0.004451844981057208,-0.22870781415532745,1.0664916146228811,-0.6270711695100414,0.3029208620179208,0.33581339405024924,0.9159672514613085,0.9700904439079923,0.12802170829467158,0.017212980091931507,0.034076407893235565,2014-10-03,2019-10-03,1259
BMY,0.007646353661790161,0.006195760220721764,-0.023598769007474762,-0.017430890803436037,0.03244309168693445,0.47505714551522676,-0.2903516200210501,0.9014298853151949,0.9468857813914048,0.8254902934617195,0.9028266008545172,0.8574443541997068,0.37706876287715807,0.41412467870217096,2014-10-03,2019-10-03,1259
BR,-0.035475715876439065,-0.05262533409801419,-0.017013218537483894,0.10565982029583511,-0.1724301388607917,0.3951002320281986,-0.16174833172387323,0.4527130573997663,0.4596600937061348,0.8354309406219051,0.3335357204235704,0.21228648991369095,0.3370225319831459,0.5521149000921914,2014-10-03,2019-10-03,1259
BWA,0.05915277222134387,0.08759148396834583,0.019844378879570555,0.1196808341800193,-0.0156391479635639,0.5539300435605232,-0.37821278881713716,0.4170526623800169,0.4250466238202565,0.8751961227675198,0.4776810088366481,0.9415274314715434,0.3829446247068581,0.36753599089965283,2014-10-03,2019-10-03,1259
BXP,0.06175263076463342,0.10477892790110196,-0.07968911019865746,-0.030197816963878143,-0.02071520943368363,0.6292742703286479,-0.3900447795525846,0.16411316102821524,0.11712866014812447,0.30026679914674737,0.7685087070124211,0.8731951616351273,0.10361662073506647,0.1269881359523003,2014-10-03,2019-10-03,1259
C,-0.026538955947553317,0.09708352160471098,0.02871756576789538,-0.12568213794983207,-0.10699004375778667,-0.5115302267623272,0.37229721100788915,0.6538251548302219,0.27626096178460197,0.7795391204201709,0.35849119102813987,0.5366054509856897,0.3210861603096317,0.2746922562572503,2014-10-03,2019-10-03,1259
CAG,-0.027687663629162265,-0.024288807147129096,-0.11552029402248472,-0.1714712503776266,0.09454595592546974,-0.40507976850351746,0.29347420574045197,0.6450973562391624,0.7885367949738951,0.26775923262190165,0.21753078251443272,0.5908589809748357,0.43918168331189966,0.3965857863662168,2014-10-03,2019-10-03,1259
CAH,0.04992187896828256,-0.0709018100332182,-0.12864625427645007,-0.07388204553894309,0.06310437707862603,-0.2938406464931599,0.17162716176010892,0.43578708532599986,0.4625034126140477,0.24676148124382086,0.6179381232971162,0.7362950736137852,0.5984190756042811,0.641695591628959,2014-10-03,2019-10-03,1259
CARR,,,,,,,,,,,,,,,2014-10-03,2019-10-03,1259
CAT,-0.056809337828048895,0.06560140090019764,0.1470481723260777,0.045823502176104015,-0.18539859393995042,0.17001780153278298,-0.06602067049546938,0.37378240024190057,0.49536212886205744,0.18427872478766005,0.7563573022325646,0.3211366110743193,0.7598782288512832,0.8575205637609407,2014-10-03,2019-10-03,1259
CB,0.022874965300199404,-0.06783165366691167,-0.06212624569189597,0.013972807832175343,-0.08066287782175013,0.7262752894704901,-0.4326054184795669,0.5544645776266652,0.24473153744430953,0.35450262534936006,0.875925066190838,0.47619841918611994,0.03133920409605721,0.05238295674147357,2014-10-03,2019-10-03,1259
CBOE,0.013207168693994256,-0.012396187502303384,0.08426188744487144,-0.10398702951542713,0.02418371615863052,0.1172125434692131,-0.005159197002719006,0.7794293319035595,0.8614792123724847,0.30279305867295364,0.3404060963167618,0.860848669567546,0.7753683159227134,0.9848413601797532,2014-10-03,2019-10-03,1259
CBRE,0.057022925826676646,0.06494430095030064,0.07735903557843542,0.04178263420049752,-0.3495018202991617,-0.16048377447005455,0.15379096788755095,0.3517268181312617,0.4813809026982996,0.46613749914974134,0.7679100536376355,0.05119287144427316,0.7634566972788746,0.6626696896562255,2014-10-03,2019-10-03,1259
CCI,-0.036854940556454045,-0.03693565041662836,-0.046263174178308754,-0.10939253595806472,-0.1718623450575137,0.4044571154190282,-0.20443538494940897,0.389283489090142,0.5667973742798,0.5330164469099317,0.2692090086654412,0.17007574781763907,0.27809378346375035,0.40690596040909166,2014-10-03,2019-10-03,1259
CCL,-0.03882665310563279,0.13469135045003294,0.0009371537771766672,-0.04639650276961661,-0.1178238062267691,0.029655505018045564,0.006549115362940948,0.5152050892851394,0.13413922414478083,0.9927704817935888,0.736657511917746,0.49966821571702746,0.9544899929320072,0.9847899045510076,2014-10-03,2019-10-03,1259
CDNS,-0.042891578322257096,0.013706699842199513,-0.07718380523267172,0.3154543208224945,-0.16858363948956387,-0.2204004781500891,0.2553860101957071,0.4693682298101015,0.8780109288311131,0.4526586892567054,0.021516717063113186,0.3310754911937904,0.6694804042862728,0.4543822161331753,2014-10-03,2019-10-03,1259
CDW,0.06298567977292906,0.047042870153095974,-0.09793511006566318,0.17482578438063537,-0.007333421303208551,-0.3912996733318981,0.37252363588153975,0.2677263717100562,0.5826071225855343,0.3201846711766498,0.18348462290210824,0.9648093616504234,0.4291779400188591,0.2549691501665106,2014-10-03,2019-10-03,1259
CE,0.03385805693820781,-0.01891904370857913,-0.029868771971458756,-0.0641884567348787,-0.15807952088752605,0.3602244417390985,-0.1617007953334397,0.585048581465176,0.8394954443878407,0.781118977769883,0.6544184010681428,0.3835765232140469,0.5048123925841423,0.6506355206922196,2014-10-03,2019-10-03,1259
CERN,-0.07625836361309934,-0.08589645922153041,-0.0589971021973262,0.03182241068988203,-0.10667969761495384,-0.5213233998302933,0.35802691744260257,0.1811862169512631,0.3173549800341086,0.5505979884698069,0.8092745756478783,0.5224641202816657,0.2939056664376113,0.2755660431339317,2014-10-03,2019-10-03,1259
CF,-0.047443827480605126,0.24481483591775832,0.14623010318320134,0.1758189023331386,-0.652562721120209,-0.5948625682274697,0.41889653769294105,0.6054914181987223,0.07702628805204735,0.35851716556317226,0.4078737383476615,0.015279132171226398,0.45718756267905625,0.4283933144399281,2014-10-03,2019-10-03,1259
CFG,-0.020667178229148438,0.08275836692727967,-0.025204944395127434,0.00599725506475298,0.1046032370034743,-0.3630183323982211,0.28817787252023963,0.7432441137841588,0.3839909707352399,0.8177567893005768,0.9672134928666078,0.5709379339650158,0.5089223168092794,0.42770969440234086,2014-10-03,2019-10-03,1259
CHD,-0.0795885593798551,-0.021677575692118974,-0.08386867516597492,-0.134243787946836,-0.23891419369631267,0.14413709546774311,-0.022659895618492035,0.07047878219933745,0.7434862480178865,0.27136349976218066,0.1869328366762775,0.06346084126199296,0.7066733968954458,0.9286886811010321,2014-10-03,2019-10-03,1259
CHRW,-0.01637216460934106,-0.012966688303389283,-0.052008111805639884,-0.01687739014879371,0.06951018847580132,0.7644670604440005,-0.4677216719853491,0.7492152793967015,0.8665333470993717,0.5580616681179646,0.8866838759276031,0.6427118174399976,0.086762645589799,0.11291464132992803,2014-10-03,2019-10-03,1259
CHTR,0.04833904956385126,-0.11218293812195534,-0.2059234960535902,-0.14238552249303357,0.22899025638356452,-0.14885505197792212,0.18718255030438447,0.4637385253293371,0.25907755361808044,0.071945448467795,0.3507182845050525,0.23553412542696492,0.7955850274029881,0.6221837372058152,2014-10-03,2019-10-03,1259
CI,-0.005749100815643955,0.038435292026985285,0.03513995973734899,-0.0029084358537321857,-0.07972886888408864,-0.6612467372140867,0.4830123680404855,0.9248122122241142,0.675364447712471,0.7393423736044673,0.9835287484044051,0.6546244292376059,0.2128308909780715,0.16868476377718053,2014-10-03,2019-10-03,1259
CINF,0.017810543253511203,0.013820464535238827,-0.02913314181968098,-4.8889473536471197e-05,-0.1021191398000755,0.8937891973808876,-0.49959970784686164,0.6759417148280624,0.8295207434478291,0.6932861377890139,0.9996041023605393,0.41269922085216404,0.01614469165694902,0.04188284313686691,2014-10-03,2019-10-03,1259
