"player","tournament id","Player_initial_last","player id","DK_Hole_FP","DK_Streak_Bonus_FP","FD_Hole_FP","FD_Streak_Bonus_FP","tournament name","season","final position","DK_Finish_FP","FD_Finish_FP","DK_Total_FP","FD_Total_FP","major","made_cut","course","SD_Hole_FP","SD_Streak_Bonus_FP","SD_Finish_FP","SD_Total_FP","date","Finish","Score","sg_putt","sg_arg","sg_app","sg_ott","sg_t2g","sg_total","place"
"Adam Hadwin",401223849,"A. Hadwin",5548,63.5,3,60,14.8,"Workday Charity Open",2020,35,2,1,68.5,75.8,0,1,"Muirfield Village - Dublin, OH",67,6,0,73,2020-07-12,"T35","-5",0.87,0.18,0.25,-0.42,0.01,0.88,"35"
"Adam Hadwin",401242998,"A. Hadwin",5548,69,0,60.9,15.8,"Farmers Insurance Open",2021,18,5,4,74,80.7,0,1,"Torrey Pines - La Jolla, CA",NA,NA,NA,NA,2021-01-31,"T18","-5",1.36,0.55,-0.29,0.26,0.52,1.88,"18"
"Adam Hadwin",401242999,"A. Hadwin",5548,65.5,6,63,16.1,"Waste Management Phoenix Open",2021,50,1,0,72.5,79.1,0,1,"TPC Scottsdale - Scottsdale, AZ",NA,NA,NA,NA,2021-02-07,"T50","-7",0.27,0.07,-0.77,0.48,-0.21,0.06,"50"
"Adam Hadwin",401243001,"A. Hadwin",5548,64,0,58.2,15.8,"The Genesis Invitational",2021,26,3,2,67,76,0,1,"Riviera - Pacific Palisades, CA",NA,NA,NA,NA,2021-02-21,"T26","-2",0.37,0.73,-0.23,-0.01,0.48,0.85,"26"
"Adam Hadwin",401243004,"A. Hadwin",5548,20.5,0,13.6,5,"Arnold Palmer Invitational",2021,NA,0,0,20.5,18.6,0,0,"Bay Hill - Orlando, FL",NA,NA,NA,NA,2021-03-07,"CUT","7",-1.97,-0.3,0.73,-1.04,-0.61,-2.58,NA
"Adam Hadwin",401243005,"A. Hadwin",5548,72.5,3,62.7,40,"The Players Championship",2021,29,3,2,78.5,104.7,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",NA,NA,NA,NA,2021-03-14,"T29","-4",0.66,1.2,-0.81,0.08,0.46,1.13,NA
"Adam Hadwin",401243006,"A. Hadwin",5548,65.5,3,60.6,21.7,"The Honda Classic",2021,8,9,8,77.5,90.3,0,1,"PGA National - Palm Beach Gardens, FL",NA,NA,NA,NA,2021-03-21,"T8","-5",1.82,0.29,-0.24,0.49,0.54,2.36,NA
"Adam Hadwin",401243401,"A. Hadwin",5548,78.5,3,73.1,26.9,"The American Express",2021,32,2,1,83.5,101,0,1,"La Quinta CC - La Quinta, CA",NA,NA,NA,NA,2021-01-24,"T32","-10",0.98,0.56,-0.46,-1.02,-0.92,0.06,"32"
"Adam Long",401056252,"A. Long",6015,58,3,52.9,20.8,"Safeway Open",2019,63,0,0,61,73.7,0,1,"Silverado - Napa, CA",60,3,0,63,2018-10-07,"T63","-1",0.22,-1.07,0.55,-0.1,-0.61,-0.39,"63"
"Adam Long",401056503,"A. Long",6015,16,0,10.2,10,"Sanderson Farms Championship",2019,NA,0,0,16,20.2,0,0,"Country Club of Jackson - Jackson, MS",24,0,0,24,2018-10-28,"CUT","6",-2.23,-0.16,-0.86,-0.04,-1.05,-3.29,"-"
"Adam Long",401056506,"A. Long",6015,25.5,0,18.7,9.6,"The RSM Classic",2019,NA,0,0,25.5,28.3,0,0,"Sea Island - Sea Island, GA",23,3,0,26,2018-11-18,"CUT","4",-0.77,-0.4,-3.22,-0.73,-4.34,-5.12,"-"
"Adam Long",401056510,"A. Long",6015,30,0,26.8,20.2,"Sony Open in Hawaii",2019,NA,0,0,30,47,0,0,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2019-01-13,"CUT","E",-1.92,0.12,0.85,0.22,1.2,-0.73,"-"
"Adam Long",401056511,"A. Long",6015,115,9,111.4,18.9,"Desert Classic",2019,1,30,30,154,160.3,0,1,"La Quinta CC - La Quinta, CA",98,13,15,126,2019-01-20,"1","-26",1.59,0.26,0.14,0.08,0.48,2.07,"1"
"Adam Long",401056512,"A. Long",6015,30.5,0,28.7,9,"Farmers Insurance Open",2019,NA,0,0,30.5,37.7,0,0,"Torrey Pines - La Jolla, CA",33,3,0,36,2019-02-27,"CUT","-2",0.81,0.1,1.46,0.26,1.81,2.63,"-"
"Adam Long",401056513,"A. Long",6015,17,0,11.7,0,"Waste Management Phoenix Open",2019,NA,0,0,17,11.7,0,0,"TPC Scottsdale - Scottsdale, AZ",26,0,0,26,2019-02-03,"CUT","5",-1.68,0,-2.34,1.02,-1.32,-3,"-"
"Adam Long",401056514,"A. Long",6015,48.5,0,43,19.6,"AT&T Pebble Beach Pro-Am",2019,NA,0,0,48.5,62.6,0,0,"Spyglass Hill - Pebble Beach, CA",45,3,0,48,2019-02-11,"CUT","-1",1.95,-0.34,2.92,-0.56,2.01,3.96,"-"
"Adam Long",401056515,"A. Long",6015,29.5,0,23.5,9.6,"Genesis Open",2019,NA,0,0,29.5,33.1,0,0,"Riviera - Pacific Palisades, CA",27,3,0,30,2019-02-14,"CUT","2",-0.77,-1.11,0.22,0.69,-0.2,-0.97,"-"
"Adam Long",401056520,"A. Long",6015,24.5,0,19.6,10.6,"The Honda Classic",2019,NA,0,0,24.5,30.2,0,0,"PGA National - Palm Beach Gardens, FL",25,0,0,25,2019-03-03,"CUT","3",0.05,-0.45,0.16,-0.07,-0.36,-0.32,"-"
"Adam Long",401056521,"A. Long",6015,72.5,0,66.2,9,"Arnold Palmer Invitational Pres. by Mastercard",2019,10,7,6,79.5,81.2,0,1,"Bay Hill - Orlando, FL",73,3,4,80,2019-03-10,"T10","-7",-0.65,0.77,1.47,0.48,2.72,2.07,"10"
