"player","tournament id","Player_initial_last","player id","DK_Hole_FP","DK_Streak_Bonus_FP","FD_Hole_FP","FD_Streak_Bonus_FP","tournament name","season","final position","DK_Finish_FP","FD_Finish_FP","DK_Total_FP","FD_Total_FP","major","made_cut","course","SD_Hole_FP","SD_Streak_Bonus_FP","SD_Finish_FP","SD_Total_FP","date","Finish","Score","sg_putt","sg_arg","sg_app","sg_ott","sg_t2g","sg_total","place"
"Jim Knous",401056517,"J. Knous",6894,61.5,3,53.2,6.8,"Puerto Rico Open",2019,55,0,0,64.5,60,0,1,"Coco Beach - Rio Grande, Puero Rico",63,0,0,63,2019-02-24,NA,NA,NA,NA,NA,NA,NA,NA,"55"
"Jim Knous",401056520,"J. Knous",6894,27.5,0,21.7,0.6,"The Honda Classic",2019,NA,0,0,27.5,22.3,0,0,"PGA National - Palm Beach Gardens, FL",27,0,0,27,2019-03-03,"MDF","6",-1.26,0.45,-0.82,0.61,0.25,-1.01,"-"
"Jim Knous",401056523,"J. Knous",6894,17,0,7,0.6,"Valspar Championship",2019,NA,0,0,17,7.6,0,0,"Innisbrook - Palm Harbor, FL",12,0,0,12,2019-03-24,"CUT","12",-0.74,-2.13,-0.58,-1.43,-4.14,-4.88,"-"
"Jim Knous",401056525,"J. Knous",6894,76,0,73,32.6,"Corales Puntacana Resort & Club Championship",2019,22,4,3,80,108.6,0,1,"Corales Puntacana GC - Punta Cana, Dominican Republic",72,9,1,82,2019-03-31,NA,NA,NA,NA,NA,NA,NA,NA,"22"
"Jim Knous",401056526,"J. Knous",6894,66.5,0,56,24.8,"Valero Texas Open",2019,63,0,0,66.5,80.8,0,1,"TPC San Antonio - San Antonio, TX",61,6,0,67,2019-04-07,"T63","-1",-1.01,-0.43,0.43,0.4,0.4,-0.62,"63"
"Jim Knous",401056549,"J. Knous",6894,26.5,0,22.6,1.2,"Travelers Championship",2019,NA,0,0,26.5,23.8,0,0,"TPC River Highlands - Cromwell, CT",29,0,0,29,2019-06-23,"CUT","1",1.06,0.27,-0.97,-1.37,-2.07,-1.02,"-"
"Jim Knous",401056550,"J. Knous",6894,66.5,3,62.1,21,"Wells Fargo Championship",2019,13,6,5,75.5,88.1,0,1,"Quail Hollow - Charlotte, NC",69,6,3,78,2019-05-05,"T13","-6",1.2,0.19,0.96,-0.27,0.89,2.09,"13"
"Jim Knous",401056551,"J. Knous",6894,29.5,0,27.2,10,"AT&T Byron Nelson",2019,NA,0,0,29.5,37.2,0,0,"Trinity Forest - Dallas, TX",31,0,0,31,2019-05-12,"CUT","-1",-1.82,0.21,0.05,1.42,1.68,-0.14,"-"
"Jim Knous",401056555,"J. Knous",6894,44,0,41,24.6,"RBC Canadian Open",2019,56,0,0,44,65.6,0,1,"Hamilton - Hamilton, Ontario, Canada",48,3,0,51,2019-06-09,"T56","-1",-0.19,-0.14,-0.05,0.41,0.21,0.02,"56"
"Jim Knous",401219793,"J. Knous",6894,24.5,0,22,9,"Safeway Open",2021,NA,0,0,24.5,31,0,0,"Silverado - Napa, CA",29,3,0,32,2020-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jim Knous",401242998,"J. Knous",6894,23,0,14.8,5,"Farmers Insurance Open",2021,NA,0,0,23,19.8,0,0,"Torrey Pines - La Jolla, CA",NA,NA,NA,NA,2021-01-31,"CUT","6",-0.92,-2.44,-0.91,1.03,-2.32,-3.24,"-"
"Jim Knous",401243000,"J. Knous",6894,15,0,11.2,0,"AT&T Pebble Beach Pro-Am",2021,NA,0,0,15,11.2,0,0,"Pebble Beach - Pebble Beach, CA",NA,NA,NA,NA,2021-02-14,"CUT","6",0.71,-1.66,-4.43,-0.37,-6.46,-5.74,"-"
"Jimmy Walker",401056500,"J. Walker",446,77.5,3,72.7,20.4,"CIMB Classic",2019,39,2,1,82.5,94.1,0,1,"TPC Kuala Lumpur - Kuala Lumpur, Malaysia",75,6,0,81,2018-10-14,NA,NA,NA,NA,NA,NA,NA,NA,"39"
"Jimmy Walker",401056501,"J. Walker",446,70,3,65,17,"The CJ Cup @ Nine Bridges",2019,29,3,2,76,84,0,1,"Nine Bridges - Seoul, South Korea",68,3,0,71,2018-10-21,NA,NA,NA,NA,NA,NA,NA,NA,"29"
"Jimmy Walker",401056510,"J. Walker",446,75.5,11,67.3,26.6,"Sony Open in Hawaii",2019,51,0,0,86.5,93.9,0,1,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2019-01-13,"T51","-6",0.3,-0.1,0.42,-0.37,-0.04,0.26,"51"
"Jimmy Walker",401056512,"J. Walker",446,13,0,5.7,5,"Farmers Insurance Open",2019,NA,0,0,13,10.7,0,0,"Torrey Pines - La Jolla, CA",18,0,0,18,2019-02-27,"CUT","9",-2.5,0.18,0.51,-2.56,-1.87,-4.37,"-"
"Jimmy Walker",401056513,"J. Walker",446,67,3,61.7,38.9,"Waste Management Phoenix Open",2019,44,1,0,71,100.6,0,1,"TPC Scottsdale - Scottsdale, AZ",65,10,0,75,2019-02-03,"T44","-4",1.08,0.62,-1.3,0.11,-0.57,0.51,"44"
"Jimmy Walker",401056514,"J. Walker",446,39,0,30.9,19.6,"AT&T Pebble Beach Pro-Am",2019,NA,0,0,39,50.5,0,0,"Spyglass Hill - Pebble Beach, CA",42,3,0,45,2019-02-11,"CUT","3",0.35,1.33,1.14,-0.87,1.61,1.96,"-"
"Jimmy Walker",401056515,"J. Walker",446,42,3,33.4,10.9,"Genesis Open",2019,74,0,0,45,44.3,0,1,"Riviera - Pacific Palisades, CA",48,4,0,52,2019-02-14,"74","8",-2.08,0.84,-0.06,-0.43,0.35,-1.72,"74"
"Jimmy Walker",401056520,"J. Walker",446,18,0,13.4,10,"The Honda Classic",2019,NA,0,0,18,23.4,0,0,"PGA National - Palm Beach Gardens, FL",20,0,0,20,2019-03-03,"CUT","6",-1.35,0.75,-0.92,-0.3,-0.47,-1.82,"-"
"Jimmy Walker",401056521,"J. Walker",446,47.5,6,40.5,11.1,"Arnold Palmer Invitational Pres. by Mastercard",2019,58,0,0,53.5,51.6,0,1,"Bay Hill - Orlando, FL",55,7,0,62,2019-03-10,"T58","4",-0.44,-0.11,0.36,-0.48,-0.23,-0.68,"58"
"Jimmy Walker",401056522,"J. Walker",446,64.5,3,56.8,41.6,"The Players Championship",2019,67,0,0,67.5,98.4,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",57,6,0,63,2019-03-17,"T67","-1",-0.1,-0.54,0.02,0.36,-0.17,-0.27,"67"
"Jimmy Walker",401056526,"J. Walker",446,67,0,64.1,28.6,"Valero Texas Open",2019,30,3,2,70,94.7,0,1,"TPC San Antonio - San Antonio, TX",70,6,0,76,2019-04-07,"T30","-7",0.55,0.62,0.01,-0.3,0.33,0.88,"30"
"Jimmy Walker",401056527,"J. Walker",446,59,3,54.4,15.8,"Masters Tournament",2019,36,2,1,64,71.2,1,1,"Augusta National - Augusta, GA",62,3,0,65,2019-04-14,NA,NA,NA,NA,NA,NA,NA,NA,"36"
"Jimmy Walker",401056545,"J. Walker",446,26,0,23,0.6,"Wyndham Championship",2019,NA,0,0,26,23.6,0,0,"Sedgefield - Greensboro, NC",31,0,0,31,2019-08-04,"CUT","2",-1.68,-0.72,-0.16,-0.22,-1.1,-2.78,"-"
"Jimmy Walker",401056547,"J. Walker",446,20.5,0,13.5,10,"The Open",2019,NA,0,0,20.5,23.5,1,0,"Royal Portrush - Portrush, Northern Ireland",21,0,0,21,2019-07-21,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Jimmy Walker",401056550,"J. Walker",446,50,0,45.4,10,"Wells Fargo Championship",2019,45,1,0,51,55.4,0,1,"Quail Hollow - Charlotte, NC",64,0,0,64,2019-05-05,"T45","E",0.13,0.16,0.73,-0.43,0.45,0.59,"45"
"Jimmy Walker",401056551,"J. Walker",446,24.5,0,22,5,"AT&T Byron Nelson",2019,NA,0,0,24.5,27,0,0,"Trinity Forest - Dallas, TX",29,0,0,29,2019-05-12,"CUT","1",-2.2,0.36,-0.23,0.94,1.06,-1.14,"-"
"Jimmy Walker",401056552,"J. Walker",446,46,0,39.4,5.6,"PGA Championship",2019,23,4,3,50,48,1,1,"Bethpage - Farmingdale, NY",56,0,1,57,2019-05-19,"T23","4",0.34,0.21,0.67,0.41,1.28,1.63,"23"
"Jimmy Walker",401056553,"J. Walker",446,68,0,59.5,21.4,"Charles Schwab Challenge",2019,19,5,4,73,84.9,0,1,"Colonial - Ft. Worth, TX",63,3,2,68,2019-05-26,"T19","-2",0.33,0.11,0.92,-0.04,0.99,1.33,"19"
"Jimmy Walker",401056555,"J. Walker",446,45.5,9,44.4,6.7,"RBC Canadian Open",2019,35,2,1,56.5,52.1,0,1,"Hamilton - Hamilton, Ontario, Canada",55,7,0,62,2019-06-09,"T35","-4",0.04,0.53,-0.41,0.6,0.73,0.77,"35"
"Jimmy Walker",401056556,"J. Walker",446,31,0,23.2,0,"U.S. Open",2019,NA,0,0,31,23.2,1,0,"Pebble Beach - Pebble Beach, CA",30,0,0,30,2019-06-16,"CUT","4",-0.88,0.76,0.14,-0.4,0.5,-0.37,"-"
"Jimmy Walker",401056557,"J. Walker",446,80,3,76.5,15.7,"Rocket Mortgage Classic",2019,21,4,3,87,95.2,0,1,"Detroit Golf Club - Detroit, MI",80,10,1,91,2019-06-30,"T21","-13",1.89,0.1,-0.19,-0.47,-0.56,1.34,"21"
"Jimmy Walker",401056558,"J. Walker",446,35.5,0,31.4,4.6,"3M Open",2019,NA,0,0,35.5,36,0,0,"TPC Twin Cities - Blaine, MN",35,3,0,38,2019-07-07,"MDF","-4",-0.44,1.62,-0.39,-0.92,0.31,-0.14,"-"
"Jimmy Walker",401148233,"J. Walker",446,36.5,3,31.8,15.8,"A Military Tribute at The Greenbrier",2020,NA,0,0,39.5,47.6,0,0,"Old White Course - White Sulphur Springs, WV",29,3,0,32,2019-09-15,"CUT","-1",-1.48,0.33,2.57,-1.98,0.91,-0.57,"-"
"Jimmy Walker",401148234,"J. Walker",446,20.5,0,18.3,0,"Sanderson Farms Championship",2020,NA,0,0,20.5,18.3,0,0,"Country Club of Jackson - Jackson, MS",29,0,0,29,2019-09-22,"CUT","2",0.38,-0.4,-1.58,-0.34,-2.31,-1.93,"-"
"Jimmy Walker",401155418,"J. Walker",446,58,0,52.9,24.6,"Sony Open in Hawaii",2020,45,1,0,59,77.5,0,1,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2020-01-12,"T45","-1",-0.62,-0.33,0.97,0.38,1.02,0.4,"45"
"Jimmy Walker",401155419,"J. Walker",446,56,6,54.4,7,"The American Express",2020,NA,0,0,62,61.4,0,0,"La Quinta CC - La Quinta, CA",56,3,0,59,2020-01-18,"CUT","-8",-0.74,-0.28,1.22,-0.54,0.4,-0.35,"-"
"Jimmy Walker",401155420,"J. Walker",446,68.5,3,62.8,21,"Farmers Insurance Open",2020,30,3,2,74.5,85.8,0,1,"Torrey Pines - La Jolla, CA",65,6,0,71,2020-01-25,"T30","-5",0.95,0.19,0.5,-0.15,0.54,1.49,"30"
"Jimmy Walker",401155421,"J. Walker",446,62,0,51.7,33,"Waste Management Phoenix Open",2020,63,0,0,62,84.7,0,1,"TPC Scottsdale - Scottsdale, AZ",54,6,0,60,2020-02-01,"T63","3",-0.65,0.28,0.25,-1.41,-0.88,-1.53,"63"
"Jimmy Walker",401155422,"J. Walker",446,43.5,0,33,30.2,"AT&T Pebble Beach Pro-Am",2020,NA,0,0,43.5,63.2,0,0,"Spyglass Hill - Pebble Beach, CA",35,3,0,38,2020-02-08,"CUT","5",-0.3,-2.67,-3.11,-0.96,-6.74,-7.04,"-"
"Jimmy Walker",401155423,"J. Walker",446,25.5,0,18.7,10.6,"The Genesis Invitational",2020,NA,0,0,25.5,29.3,0,0,"Riviera - Pacific Palisades, CA",23,0,0,23,2020-02-15,"CUT","4",0.8,-0.63,-0.7,-1.17,-2.51,-1.71,"-"
"Jimmy Walker",401155426,"J. Walker",446,57,0,48.9,30.2,"The Honda Classic",2020,21,4,3,61,82.1,0,1,"PGA National - Palm Beach Gardens, FL",58,3,1,62,2020-02-29,"T21","1",0.39,0.87,0.66,-0.36,1.18,1.57,"21"
"Jimmy Walker",401155427,"J. Walker",446,49,0,40.3,6.2,"Arnold Palmer Invitational Pres. by Mastercard",2020,24,4,3,53,49.5,0,1,"Bay Hill - Orlando, FL",54,0,1,55,2020-03-07,"T24","5",-0.56,0.16,1.69,-0.13,1.72,1.15,"24"
"Jimmy Walker",401155459,"J. Walker",446,22.5,0,14.1,5,"Charles Schwab Challenge",2020,NA,0,0,22.5,19.1,0,0,"Colonial - Ft. Worth, TX",21,0,0,21,2020-06-14,"CUT","6",-1.58,-0.55,0,-1.09,-1.63,-3.22,"-"
"Jimmy Walker",401155460,"J. Walker",446,29,0,25.2,0.6,"Rocket Mortgage Classic",2020,NA,0,0,29,25.8,0,0,"Detroit Golf Club - Detroit, MI",30,0,0,30,2020-07-05,"CUT","E",1.05,-1.18,-1.07,-0.71,-2.97,-1.91,"-"
"Jimmy Walker",401155461,"J. Walker",446,50.5,0,35.4,19.2,"The Memorial Tournament pres. by Nationwide",2020,62,0,0,50.5,54.6,0,1,"Muirfield Village - Dublin, OH",43,6,0,49,2020-07-19,"T62","12",-0.32,0.28,1.1,-1.89,-0.5,-0.82,"62"
"Jimmy Walker",401219333,"J. Walker",446,13,0,5.8,0,"U.S. Open",2021,NA,0,0,13,5.8,1,0,"Winged Foot GC - Mamaroneck, NY",14,0,0,14,2020-09-20,"CUT","10",0.35,-0.81,-0.42,-0.21,-1.44,-1.09,"-"
"Jimmy Walker",401219478,"J. Walker",446,45.5,0,36.3,11.2,"Masters Tournament",2021,60,0,0,45.5,47.5,1,1,"Augusta National - Augusta, GA",47,0,0,47,2020-11-15,NA,NA,NA,NA,NA,NA,NA,NA,"60"
"Jimmy Walker",401219481,"J. Walker",446,21.5,0,12.6,5.6,"PGA Championship",2020,NA,0,0,21.5,18.2,1,0,"TPC Harding Park - San Francisco, CA",19,0,0,19,2020-08-09,"CUT","7",-1.5,0.08,0.02,-0.88,-0.78,-2.28,"-"
"Jimmy Walker",401219498,"J. Walker",446,29.5,0,24.8,10.6,"RBC Heritage",2020,NA,0,0,29.5,35.4,0,0,"Harbour Town - Hilton Head, SC",27,0,0,27,2020-06-21,"CUT","1",-0.99,-0.01,1.17,-2.15,-0.99,-1.98,"-"
"Jimmy Walker",401219794,"J. Walker",446,67,6,60.4,6.7,"Sanderson Farms Championship",2021,46,1,0,74,67.1,0,1,"Country Club of Jackson - Jackson, MS",66,7,0,73,2020-10-04,"T46","-4",-0.31,-0.31,0.84,-0.25,0.28,-0.03,NA
"Jimmy Walker",401219795,"J. Walker",446,36,3,31.1,30.4,"Shriners Hospital for Children Open",2021,NA,0,0,39,61.5,0,0,"TPC Summerlin - Las Vegas, NV",28,6,0,34,2020-10-11,"CUT","-1",1.46,-0.62,-2.09,-1.16,-3.87,-2.41,NA
"Jimmy Walker",401219800,"J. Walker",446,9.5,0,-3.2,10,"Houston Open",2021,NA,0,0,9.5,6.8,0,0,"Memorial Park GC - Houston, TX",7,0,0,7,2020-11-08,"CUT","15",-0.7,-0.7,-2.92,-1.37,-4.99,-5.69,"-"
"Jimmy Walker",401223849,"J. Walker",446,25,0,15.5,10.6,"Workday Charity Open",2020,NA,0,0,25,26.1,0,0,"Muirfield Village - Dublin, OH",17,0,0,17,2020-07-12,"CUT","8",-1.21,0.41,-0.47,-2.53,-2.6,-3.81,"-"
"Jimmy Walker",401242997,"J. Walker",446,26,0,20.6,0.6,"Sony Open in Hawaii",2021,NA,0,0,26,21.2,0,0,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2021-01-17,"CUT","2",2.22,1.51,-1.77,-4.52,-4.78,-2.56,"-"
"Jimmy Walker",401242998,"J. Walker",446,31.5,0,25.5,29.6,"Farmers Insurance Open",2021,NA,0,0,31.5,55.1,0,0,"Torrey Pines - La Jolla, CA",NA,NA,NA,NA,2021-01-31,"CUT","2",1.36,0.55,0.2,-0.34,0.4,1.76,"-"
"Jimmy Walker",401242999,"J. Walker",446,29.5,0,24.8,4,"Waste Management Phoenix Open",2021,NA,0,0,29.5,28.8,0,0,"TPC Scottsdale - Scottsdale, AZ",NA,NA,NA,NA,2021-02-07,"CUT","1",0.93,-0.81,-0.69,-1.18,-2.68,-1.75,"-"
"Jimmy Walker",401243000,"J. Walker",446,27,0,24.6,5.6,"AT&T Pebble Beach Pro-Am",2021,NA,0,0,27,30.2,0,0,"Pebble Beach - Pebble Beach, CA",NA,NA,NA,NA,2021-02-14,"CUT","E",0.33,0.56,0.57,-0.21,0.93,1.26,"-"
"Jimmy Walker",401243001,"J. Walker",446,21,0,13.2,0,"The Genesis Invitational",2021,NA,0,0,21,13.2,0,0,"Riviera - Pacific Palisades, CA",NA,NA,NA,NA,2021-02-21,"CUT","8",-0.51,-2.35,-0.02,-1.06,-3.43,-3.94,"-"
"Jimmy Walker",401243005,"J. Walker",446,15.5,0,5.9,5,"The Players Championship",2021,NA,0,0,15.5,10.9,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",NA,NA,NA,NA,2021-03-14,"CUT","13",-0.46,-0.27,-2.52,-2.34,-5.12,-5.58,NA
"Jimmy Walker",401243006,"J. Walker",446,56.5,0,45.7,24.8,"The Honda Classic",2021,58,0,0,56.5,70.5,0,1,"PGA National - Palm Beach Gardens, FL",NA,NA,NA,NA,2021-03-21,"T58","4",1.28,0.33,-0.64,-0.85,-1.17,0.11,NA
"Jimmy Walker",401243401,"J. Walker",446,66,3,57.5,1.5,"The American Express",2021,60,0,0,69,59,0,1,"La Quinta CC - La Quinta, CA",NA,NA,NA,NA,2021-01-24,"T60","-3",-0.09,-0.67,0.7,-0.88,-0.85,-0.94,"60"
"Joaquin Niemann",401056252,"J. Niemann",11099,33,3,31.3,10.2,"Safeway Open",2019,NA,0,0,36,41.5,0,0,"Silverado - Napa, CA",34,3,0,37,2018-10-07,"T83","E",-1.58,0.17,0.22,0.09,0.48,-1.1,"-"
"Joaquin Niemann",401056501,"J. Niemann",11099,68,0,61.9,14.6,"The CJ Cup @ Nine Bridges",2019,36,2,1,70,77.5,0,1,"Nine Bridges - Seoul, South Korea",68,3,0,71,2018-10-21,NA,NA,NA,NA,NA,NA,NA,NA,"36"
"Joaquin Niemann",401056504,"J. Niemann",11099,95,16,87,32.5,"Shriners Hospital for Children Open",2019,10,7,6,118,125.5,0,1,"TPC Summerlin - Las Vegas, NV",82,10,4,96,2018-11-04,"T10","-14",-0.44,0.33,0.79,1.04,2.16,1.72,"10"
"Joaquin Niemann",401056505,"J. Niemann",11099,64,3,59.5,28.9,"Mayakoba Golf Classic",2019,60,0,0,67,88.4,0,1,"El Camaleon - Playa del Carmen, Mexico",68,10,0,78,2018-11-11,NA,NA,NA,NA,NA,NA,NA,NA,"60"
"Joaquin Niemann",401056506,"J. Niemann",11099,66.5,3,62.1,25.4,"The RSM Classic",2019,65,0,0,69.5,87.5,0,1,"Sea Island - Sea Island, GA",69,6,0,75,2018-11-18,"T65","-6",-0.42,-0.37,0.62,0.58,0.83,0.41,"65"
"Joaquin Niemann",401056511,"J. Niemann",11099,49,0,46.2,9,"Desert Classic",2019,NA,0,0,49,55.2,0,0,"La Quinta CC - La Quinta, CA",50,3,0,53,2019-01-20,"CUT","-4",-4.86,-0.17,2.77,0.52,3.12,-1.73,"-"
"Joaquin Niemann",401056512,"J. Niemann",11099,63,0,53.3,21.4,"Farmers Insurance Open",2019,72,0,0,63,74.7,0,1,"Torrey Pines - La Jolla, CA",54,3,0,57,2019-02-27,"T72","1",-1.54,-1.15,0.36,-0.24,-1.03,-2.57,"72"
"Joaquin Niemann",401056513,"J. Niemann",11099,28.5,0,25.7,10.6,"Waste Management Phoenix Open",2019,NA,0,0,28.5,36.3,0,0,"TPC Scottsdale - Scottsdale, AZ",29,0,0,29,2019-02-03,"CUT","E",1.1,-1.43,-1.23,1.06,-1.6,-0.5,"-"
"Joaquin Niemann",401056515,"J. Niemann",11099,52.5,0,48,9.6,"Genesis Open",2019,44,1,0,53.5,57.6,0,1,"Riviera - Pacific Palisades, CA",65,3,0,68,2019-02-14,"T44","-1",-1.09,0.4,0.93,0.29,1.62,0.53,"44"
"Joaquin Niemann",401056520,"J. Niemann",11099,52,0,43.7,6.8,"The Honda Classic",2019,59,0,0,52,50.5,0,1,"PGA National - Palm Beach Gardens, FL",56,0,0,56,2019-03-03,"T59","3",-1,0.3,0.66,0.24,1.2,0.2,"59"
"Joaquin Niemann",401056521,"J. Niemann",11099,57,0,50,0,"Arnold Palmer Invitational Pres. by Mastercard",2019,46,1,0,58,50,0,1,"Bay Hill - Orlando, FL",62,0,0,62,2019-03-10,"T46","E",0.06,0.36,0.4,-0.49,0.26,0.32,"46"
"Joaquin Niemann",401056523,"J. Niemann",11099,57,0,50.1,9,"Valspar Championship",2019,37,2,1,59,60.1,0,1,"Innisbrook - Palm Harbor, FL",58,3,0,61,2019-03-24,"T37","1",-0.35,-0.16,0.88,0.3,1.01,0.66,"37"
"Joaquin Niemann",401056525,"J. Niemann",11099,26.5,0,22.6,10,"Corales Puntacana Resort & Club Championship",2019,NA,0,0,26.5,32.6,0,0,"Corales Puntacana GC - Punta Cana, Dominican Republic",28,0,0,28,2019-03-31,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Joaquin Niemann",401056526,"J. Niemann",11099,22,0,17,0.6,"Valero Texas Open",2019,NA,0,0,22,17.6,0,0,"TPC San Antonio - San Antonio, TX",24,0,0,24,2019-04-07,"CUT","4",-0.76,-0.5,-0.56,-0.71,-1.76,-2.52,"-"
"Joaquin Niemann",401056543,"J. Niemann",11099,71,0,67.8,19.8,"BMW Championship",2019,31,2,1,73,88.6,0,1,"Medinah - Medinah, IL",70,6,0,76,2019-08-18,"T31","-8",-0.03,-0.32,0.02,0.26,-0.04,-0.07,"31"
"Joaquin Niemann",401056544,"J. Niemann",11099,76,0,68.2,50,"The Northern Trust",2019,30,3,2,79,120.2,0,1,"Liberty National - Jersey City, NJ",64,9,0,73,2019-08-11,"T30","-6",0.37,-0.75,0.56,0.66,0.47,0.84,"30"
"Joaquin Niemann",401056545,"J. Niemann",11099,83.5,11,81.8,12.3,"Wyndham Championship",2019,13,6,5,100.5,99.1,0,1,"Sedgefield - Greensboro, NC",83,7,3,93,2019-08-04,"T13","-15",1.38,-0.2,0.87,-0.15,0.52,1.9,"13"
"Joaquin Niemann",401056547,"J. Niemann",11099,22,0,17,6.2,"The Open",2019,NA,0,0,22,23.2,1,0,"Royal Portrush - Portrush, Northern Ireland",23,0,0,23,2019-07-21,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Joaquin Niemann",401056548,"J. Niemann",11099,100.5,8,91.8,21.6,"John Deere Classic",2019,10,7,6,115.5,119.4,0,1,"TPC Deere Run - Silvis, IL",81,6,4,91,2019-07-14,"T10","-15",0.77,-0.41,0.66,1.09,1.34,2.11,"10"
"Joaquin Niemann",401056549,"J. Niemann",11099,72.5,8,71.2,18.9,"Travelers Championship",2019,5,14,14,94.5,104.1,0,1,"TPC River Highlands - Cromwell, CT",77,10,9,96,2019-06-23,"T5","-11",0.98,0.67,0.46,0.48,1.62,2.59,"5"
"Joaquin Niemann",401056550,"J. Niemann",11099,61,0,55.1,21.4,"Wells Fargo Championship",2019,38,2,1,63,77.5,0,1,"Quail Hollow - Charlotte, NC",58,3,0,61,2019-05-05,"T38","-1",0.62,-0.3,0.37,0.14,0.21,0.84,"38"
"Joaquin Niemann",401056552,"J. Niemann",11099,18.5,0,12.9,0,"PGA Championship",2019,NA,0,0,18.5,12.9,1,0,"Bethpage - Farmingdale, NY",21,0,0,21,2019-05-19,"CUT","6",-0.96,0.48,-0.04,-0.11,0.32,-0.65,"-"
"Joaquin Niemann",401056553,"J. Niemann",11099,49,0,43.9,10,"Charles Schwab Challenge",2019,31,2,1,51,54.9,0,1,"Colonial - Ft. Worth, TX",62,0,0,62,2019-05-26,"T31","1",-1.06,1.05,-0.39,0.98,1.64,0.58,"31"
"Joaquin Niemann",401056554,"J. Niemann",11099,62.5,3,58.5,15.4,"The Memorial Tournament pres. by Nationwide",2019,27,3,2,68.5,75.9,0,1,"Muirfield Village - Dublin, OH",65,6,0,71,2019-06-02,"T27","-4",0.27,0.41,0.29,0.1,0.79,1.06,"27"
"Joaquin Niemann",401056555,"J. Niemann",11099,43,0,40.5,0,"RBC Canadian Open",2019,31,2,1,45,41.5,0,1,"Hamilton - Hamilton, Ontario, Canada",54,0,0,54,2019-06-09,"T31","-5",-0.37,0.29,0.4,0.7,1.39,1.02,"31"
"Joaquin Niemann",401056557,"J. Niemann",11099,86,11,85.7,20.9,"Rocket Mortgage Classic",2019,5,14,14,111,120.6,0,1,"Detroit Golf Club - Detroit, MI",84,13,9,106,2019-06-30,"T5","-17",0.76,0.11,1.27,0.2,1.57,2.34,"5"
"Joaquin Niemann",401056558,"J. Niemann",11099,81,0,78.1,20.4,"3M Open",2019,23,4,3,85,101.5,0,1,"TPC Twin Cities - Blaine, MN",78,6,1,85,2019-07-07,"T23","-13",-0.07,0.4,0.8,0.37,1.57,1.5,"23"
"Joaquin Niemann",401148233,"J. Niemann",11099,95.5,14,95.2,26.8,"A Military Tribute at The Greenbrier",2020,1,30,30,139.5,152,0,1,"Old White Course - White Sulphur Springs, WV",91,17,15,123,2019-09-15,"1","-21",2.2,0.56,1.13,0.51,2.2,4.4,"1"
"Joaquin Niemann",401148234,"J. Niemann",11099,59.5,3,56.3,10.2,"Sanderson Farms Championship",2020,54,0,0,62.5,66.5,0,1,"Country Club of Jackson - Jackson, MS",67,3,0,70,2019-09-22,"T54","-4",-0.82,-0.61,0.54,0.68,0.61,-0.21,"54"
"Joaquin Niemann",401148236,"J. Niemann",11099,36.5,0,34.1,0.6,"Shriners Hospital for Children Open",2020,NA,0,0,36.5,34.7,0,0,"TPC Summerlin - Las Vegas, NV",37,0,0,37,2019-10-06,"CUT","-4",-0.13,-0.52,0.3,0.4,0.18,0.05,"-"
"Joaquin Niemann",401148238,"J. Niemann",11099,78,3,74.7,15.7,"The CJ Cup @ Nine Bridges",2020,12,6,5,87,95.4,0,1,"Nine Bridges - Seoul, South Korea",76,10,3,89,2019-10-20,NA,NA,NA,NA,NA,NA,NA,NA,"12"
"Joaquin Niemann",401148239,"J. Niemann",11099,63.5,0,57.6,24.2,"The ZOZO Championship",2020,33,2,1,65.5,82.8,0,1,"Accordia Golf Narashino CC - Chiba, Japan",63,6,0,69,2019-10-27,NA,NA,NA,NA,NA,NA,NA,NA,"33"
"Joaquin Niemann",401148242,"J. Niemann",11099,33,3,26.4,15.2,"Mayakoba Golf Classic",2020,NA,0,0,36,41.6,0,0,"El Camaleon - Playa del Carmen, Mexico",29,3,0,32,2019-11-18,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Joaquin Niemann",401155413,"J. Niemann",11099,71.5,3,69.7,20.1,"Sentry Tournament of Champions",2020,5,14,14,88.5,103.8,0,1,"Plantation - Lahaina, HI",75,10,9,94,2020-01-05,"T5","-10",0.87,0.25,0.25,0.36,0.86,1.73,"5"
"Joaquin Niemann",401155418,"J. Niemann",11099,56,0,49.9,14,"Sony Open in Hawaii",2020,57,0,0,56,63.9,0,1,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2020-01-12,"T57","1",-1.83,0.21,0.56,0.96,1.73,-0.1,"57"
"Joaquin Niemann",401155420,"J. Niemann",11099,62,3,55.2,20.5,"Farmers Insurance Open",2020,49,1,0,66,75.7,0,1,"Torrey Pines - La Jolla, CA",64,7,0,71,2020-01-25,"T49","-2",0.22,-0.02,0.2,0.09,0.27,0.49,"49"
